Run #1	Run #1
Time (s)	Voltage (V)
41.000	3.408
41.050	3.413
41.100	3.408
41.150	3.413
41.200	3.408
41.250	3.413
41.300	3.413
41.350	3.413
41.400	3.413
41.450	3.413
41.500	3.413
41.550	3.413
41.600	3.413
41.650	3.413
41.700	3.413
41.750	3.413
41.800	3.413
41.850	3.413
41.900	3.413
41.950	3.413
42.000	3.413
42.050	3.413
42.100	3.413
42.150	3.413
42.200	3.413
42.250	3.413
42.300	3.408
42.350	3.413
42.400	3.413
42.450	3.413
42.500	3.408
42.550	3.413
42.600	3.413
42.650	3.413
42.700	3.408
42.750	3.413
42.800	3.408
42.850	3.413
42.900	3.413
42.950	3.413
43.000	3.408
43.050	3.413
43.100	3.408
43.150	3.413
43.200	3.408
43.250	3.413
43.300	3.408
43.350	3.413
43.400	3.408
43.450	3.408
43.500	3.408
43.550	3.413
43.600	3.408
43.650	3.413
43.700	3.408
43.750	3.408
43.800	3.408
43.850	3.413
43.900	3.408
43.950	3.413
44.000	3.408
44.050	3.408
44.100	3.408
44.150	3.408
44.200	3.408
44.250	3.413
44.300	3.408
44.350	3.408
44.400	3.408
44.450	3.413
44.500	3.408
44.550	3.408
44.600	3.408
44.650	3.408
44.700	3.408
44.750	3.408
44.800	3.408
44.850	3.408
44.900	3.408
44.950	3.408
45.000	3.403
45.050	3.408
45.100	3.403
45.150	3.403
45.200	3.403
45.250	3.408
45.300	3.403
45.350	3.403
45.400	3.403
45.450	3.403
45.500	3.403
45.550	3.403
45.600	3.398
45.650	3.398
45.700	3.398
45.750	3.398
45.800	3.398
45.850	3.398
45.900	3.398
45.950	3.398
46.000	3.394
46.050	3.394
46.100	3.394
46.150	3.394
46.200	3.394
46.250	3.389
46.300	3.384
46.350	3.389
46.400	3.384
46.450	3.384
46.500	3.384
46.550	3.379
46.600	3.374
46.650	3.379
46.700	3.369
46.750	3.374
46.800	3.369
46.850	3.369
46.900	3.364
46.950	3.364
47.000	3.359
47.050	3.359
47.100	3.350
47.150	3.354
47.200	3.350
47.250	3.350
47.300	3.345
47.350	3.345
47.400	3.335
47.450	3.340
47.500	3.335
47.550	3.330
47.600	3.330
47.650	3.325
47.700	3.320
47.750	3.325
47.800	3.320
47.850	3.320
47.900	3.315
47.950	3.315
48.000	3.311
48.050	3.311
48.100	3.306
48.150	3.306
48.200	3.301
48.250	3.301
48.300	3.296
48.350	3.301
48.400	3.296
48.450	3.296
48.500	3.296
48.550	3.291
48.600	3.286
48.650	3.296
48.700	3.291
48.750	3.291
48.800	3.286
48.850	3.291
48.900	3.286
48.950	3.286
49.000	3.281
49.050	3.286
49.100	3.286
49.150	3.286
49.200	3.286
49.250	3.286
49.300	3.281
49.350	3.286
49.400	3.281
49.450	3.286
49.500	3.281
49.550	3.286
49.600	3.281
49.650	3.286
49.700	3.281
49.750	3.286
49.800	3.286
49.850	3.281
49.900	3.281
49.950	3.286
50.000	3.281
50.050	3.281
50.100	3.281
50.150	3.281
50.200	3.281
50.250	3.281
50.300	3.281
50.350	3.281
50.400	3.281
50.450	3.281
50.500	3.276
50.550	3.281
50.600	3.281
50.650	3.276
50.700	3.276
50.750	3.276
50.800	3.276
50.850	3.271
50.900	3.271
50.950	3.271
51.000	3.267
51.050	3.267
51.100	3.267
51.150	3.267
51.200	3.267
51.250	3.267
51.300	3.262
51.350	3.262
51.400	3.257
51.450	3.262
51.500	3.252
51.550	3.257
51.600	3.252
51.650	3.252
51.700	3.247
51.750	3.252
51.800	3.247
51.850	3.247
51.900	3.247
51.950	3.247
52.000	3.242
52.050	3.242
52.100	3.242
52.150	3.242
52.200	3.237
52.250	3.242
52.300	3.237
52.350	3.237
52.400	3.232
52.450	3.232
52.500	3.232
52.550	3.232
52.600	3.232
52.650	3.232
52.700	3.228
52.750	3.228
52.800	3.228
52.850	3.228
52.900	3.223
52.950	3.228
53.000	3.223
53.050	3.228
53.100	3.223
53.150	3.228
53.200	3.228
53.250	3.228
53.300	3.228
53.350	3.228
53.400	3.228
53.450	3.228
53.500	3.228
53.550	3.232
53.600	3.228
53.650	3.232
53.700	3.232
53.750	3.237
53.800	3.237
53.850	3.237
53.900	3.237
53.950	3.242
54.000	3.242
54.050	3.247
54.100	3.247
54.150	3.252
54.200	3.252
54.250	3.252
54.300	3.252
54.350	3.257
54.400	3.262
54.450	3.267
54.500	3.267
54.550	3.267
54.600	3.271
54.650	3.271
54.700	3.276
54.750	3.281
54.800	3.281
54.850	3.281
54.900	3.286
54.950	3.291
55.000	3.286
55.050	3.291
55.100	3.291
55.150	3.301
55.200	3.301
55.250	3.306
55.300	3.301
55.350	3.301
55.400	3.306
55.450	3.311
55.500	3.311
55.550	3.315
55.600	3.311
55.650	3.315
55.700	3.320
55.750	3.320
55.800	3.320
55.850	3.320
55.900	3.320
55.950	3.325
56.000	3.325
56.050	3.330
56.100	3.325
56.150	3.330
56.200	3.325
56.250	3.330
56.300	3.330
56.350	3.335
56.400	3.330
56.450	3.335
56.500	3.335
56.550	3.340
56.600	3.335
56.650	3.340
56.700	3.340
56.750	3.340
56.800	3.340
56.850	3.340
56.900	3.340
56.950	3.340
57.000	3.340
57.050	3.345
57.100	3.340
57.150	3.340
57.200	3.340
57.250	3.340
57.300	3.340
57.350	3.340
57.400	3.340
57.450	3.340
57.500	3.335
57.550	3.340
57.600	3.340
57.650	3.335
57.700	3.335
57.750	3.340
57.800	3.335
57.850	3.340
57.900	3.335
57.950	3.335
58.000	3.335
58.050	3.335
58.100	3.330
58.150	3.330
58.200	3.330
58.250	3.330
58.300	3.330
58.350	3.330
58.400	3.325
58.450	3.325
58.500	3.325
58.550	3.325
58.600	3.325
58.650	3.325
58.700	3.325
58.750	3.325
58.800	3.325
58.850	3.325
58.900	3.320
58.950	3.325
59.000	3.320
59.050	3.325
59.100	3.320
59.150	3.320
59.200	3.320
59.250	3.320
59.300	3.320
59.350	3.320
59.400	3.320
59.450	3.320
59.500	3.320
59.550	3.320
59.600	3.320
59.650	3.320
59.700	3.320
59.750	3.320
59.800	3.320
59.850	3.320
59.900	3.320
59.950	3.320
60.000	3.320
60.050	3.320
60.100	3.320
60.150	3.325
60.200	3.320
60.250	3.325
60.300	3.325
60.350	3.325
60.400	3.320
60.450	3.325
60.500	3.325
60.550	3.330
60.600	3.325
60.650	3.330
60.700	3.325
60.750	3.330
60.800	3.325
60.850	3.330
60.900	3.325
60.950	3.330
61.000	3.325
61.050	3.330
61.100	3.325
61.150	3.330
61.200	3.330
61.250	3.330
61.300	3.330
61.350	3.330
61.400	3.330
61.450	3.335
61.500	3.330
61.550	3.330
61.600	3.330
61.650	3.335
61.700	3.330
61.750	3.335
61.800	3.335
61.850	3.335
61.900	3.335
61.950	3.335
62.000	3.330
62.050	3.335
62.100	3.330
62.150	3.335
62.200	3.335
62.250	3.335
62.300	3.330
62.350	3.335
62.400	3.335
62.450	3.335
62.500	3.330
62.550	3.335
62.600	3.330
62.650	3.335
62.700	3.335
62.750	3.335
62.800	3.335
62.850	3.335
62.900	3.335
62.950	3.335
63.000	3.330
63.050	3.335
63.100	3.335
63.150	3.335
63.200	3.330
63.250	3.335
63.300	3.330
63.350	3.330
63.400	3.335
63.450	3.330
63.500	3.335
63.550	3.330
63.600	3.335
63.650	3.330
63.700	3.330
63.750	3.330
63.800	3.330
63.850	3.330
63.900	3.330
63.950	3.330
64.000	3.330
64.050	3.330
64.100	3.330
64.150	3.325
64.200	3.330
64.250	3.325
64.300	3.325
64.350	3.330
64.400	3.330
64.450	3.325
64.500	3.330
64.550	3.325
64.600	3.330
64.650	3.325
64.700	3.325
64.750	3.325
64.800	3.325
64.850	3.325
64.900	3.325
64.950	3.325
65.000	3.325
65.050	3.325
65.100	3.325
65.150	3.325
65.200	3.325
65.250	3.325
65.300	3.325
65.350	3.325
65.400	3.320
65.450	3.320
65.500	3.325
65.550	3.325
65.600	3.325
65.650	3.320
65.700	3.320
65.750	3.320
65.800	3.320
65.850	3.320
65.900	3.320
65.950	3.320
66.000	3.320
66.050	3.320
66.100	3.320
66.150	3.320
66.200	3.320
66.250	3.320
66.300	3.320
66.350	3.320
66.400	3.320
66.450	3.320
66.500	3.320
66.550	3.320
66.600	3.320
66.650	3.320
66.700	3.320
66.750	3.315
66.800	3.315
66.850	3.320
66.900	3.320
66.950	3.315
67.000	3.315
67.050	3.315
67.100	3.315
67.150	3.315
67.200	3.315
67.250	3.311
67.300	3.311
67.350	3.315
67.400	3.311
67.450	3.311
67.500	3.311
67.550	3.311
67.600	3.311
67.650	3.315
67.700	3.311
67.750	3.306
67.800	3.311
67.850	3.306
67.900	3.306
67.950	3.306
68.000	3.306
68.050	3.306
68.100	3.306
68.150	3.306
68.200	3.306
68.250	3.306
68.300	3.306
68.350	3.306
68.400	3.301
68.450	3.306
68.500	3.301
68.550	3.301
68.600	3.301
68.650	3.301
68.700	3.301
68.750	3.301
68.800	3.301
68.850	3.301
68.900	3.301
68.950	3.301
69.000	3.296
69.050	3.301
69.100	3.301
69.150	3.296
69.200	3.296
69.250	3.296
69.300	3.296
69.350	3.296
69.400	3.296
69.450	3.296
69.500	3.296
69.550	3.296
69.600	3.296
69.650	3.296
69.700	3.291
69.750	3.296
69.800	3.291
69.850	3.291
69.900	3.291
69.950	3.296
70.000	3.296
70.050	3.296
70.100	3.296
70.150	3.296
70.200	3.296
70.250	3.296
70.300	3.296
70.350	3.301
70.400	3.301
70.450	3.296
70.500	3.301
70.550	3.301
70.600	3.301
70.650	3.306
70.700	3.301
70.750	3.306
70.800	3.306
70.850	3.306
70.900	3.306
70.950	3.311
71.000	3.311
71.050	3.311
71.100	3.311
71.150	3.315
71.200	3.315
71.250	3.315
71.300	3.315
71.350	3.320
71.400	3.320
71.450	3.325
71.500	3.320
71.550	3.325
71.600	3.325
71.650	3.325
71.700	3.325
71.750	3.330
71.800	3.330
71.850	3.335
71.900	3.335
71.950	3.335
72.000	3.340
72.050	3.340
72.100	3.340
72.150	3.340
72.200	3.345
72.250	3.345
72.300	3.350
72.350	3.350
72.400	3.350
72.450	3.350
72.500	3.350
72.550	3.354
72.600	3.354
72.650	3.359
72.700	3.359
72.750	3.359
72.800	3.359
72.850	3.359
72.900	3.359
72.950	3.364
73.000	3.364
73.050	3.364
73.100	3.364
73.150	3.364
73.200	3.364
73.250	3.364
73.300	3.369
73.350	3.369
73.400	3.364
73.450	3.364
73.500	3.369
73.550	3.364
73.600	3.369
73.650	3.364
73.700	3.369
73.750	3.369
73.800	3.369
73.850	3.369
73.900	3.369
73.950	3.369
74.000	3.369
74.050	3.364
74.100	3.369
74.150	3.369
74.200	3.364
74.250	3.364
74.300	3.364
74.350	3.369
74.400	3.369
74.450	3.369
74.500	3.369
74.550	3.364
74.600	3.364
74.650	3.364
74.700	3.364
74.750	3.359
74.800	3.364
74.850	3.364
74.900	3.364
74.950	3.364
75.000	3.364
75.050	3.359
75.100	3.359
75.150	3.359
75.200	3.359
75.250	3.359
75.300	3.359
75.350	3.359
75.400	3.359
75.450	3.359
75.500	3.354
75.550	3.354
75.600	3.354
75.650	3.354
75.700	3.350
75.750	3.354
75.800	3.350
75.850	3.350
75.900	3.350
75.950	3.350
76.000	3.350
76.050	3.350
76.100	3.345
76.150	3.345
76.200	3.345
76.250	3.345
76.300	3.345
76.350	3.345
76.400	3.345
76.450	3.345
76.500	3.340
76.550	3.340
76.600	3.345
76.650	3.340
76.700	3.340
76.750	3.340
76.800	3.340
76.850	3.340
76.900	3.340
76.950	3.335
77.000	3.340
77.050	3.335
77.100	3.335
77.150	3.335
77.200	3.335
77.250	3.335
77.300	3.335
77.350	3.335
77.400	3.335
77.450	3.335
77.500	3.335
77.550	3.335
77.600	3.335
77.650	3.335
77.700	3.335
77.750	3.335
77.800	3.335
77.850	3.335
77.900	3.335
77.950	3.335
78.000	3.335
78.050	3.335
78.100	3.335
78.150	3.335
78.200	3.335
78.250	3.330
78.300	3.335
78.350	3.330
78.400	3.335
78.450	3.330
78.500	3.335
78.550	3.330
78.600	3.335
78.650	3.330
78.700	3.335
78.750	3.330
78.800	3.335
78.850	3.330
78.900	3.335
78.950	3.330
79.000	3.335
79.050	3.335
79.100	3.335
79.150	3.330
79.200	3.335
79.250	3.330
79.300	3.335
79.350	3.330
79.400	3.335
79.450	3.330
79.500	3.335
79.550	3.330
79.600	3.335
79.650	3.335
79.700	3.335
79.750	3.335
79.800	3.335
79.850	3.335
79.900	3.335
79.950	3.335
80.000	3.335
80.050	3.335
80.100	3.340
80.150	3.340
80.200	3.340
80.250	3.340
80.300	3.340
80.350	3.340
80.400	3.340
80.450	3.340
80.500	3.340
80.550	3.340
80.600	3.340
80.650	3.340
80.700	3.340
80.750	3.340
80.800	3.345
80.850	3.345
80.900	3.340
80.950	3.340
81.000	3.340
81.050	3.340
81.100	3.340
81.150	3.340
81.200	3.345
81.250	3.340
81.300	3.340
81.350	3.340
81.400	3.345
81.450	3.340
81.500	3.340
81.550	3.340
81.600	3.345
81.650	3.340
81.700	3.340
81.750	3.340
81.800	3.340
81.850	3.340
81.900	3.345
81.950	3.340
82.000	3.340
82.050	3.340
82.100	3.340
82.150	3.340
82.200	3.340
82.250	3.340
82.300	3.340
82.350	3.340
82.400	3.345
82.450	3.340
82.500	3.340
82.550	3.340
82.600	3.345
82.650	3.340
82.700	3.345
82.750	3.345
82.800	3.345
82.850	3.340
82.900	3.345
82.950	3.345
83.000	3.350
83.050	3.350
83.100	3.350
83.150	3.345
83.200	3.350
83.250	3.350
83.300	3.350
83.350	3.354
83.400	3.354
83.450	3.354
83.500	3.359
83.550	3.354
83.600	3.359
83.650	3.359
83.700	3.359
83.750	3.359
83.800	3.364
83.850	3.364
83.900	3.369
83.950	3.364
84.000	3.369
84.050	3.374
84.100	3.374
84.150	3.369
84.200	3.374
84.250	3.374
84.300	3.379
84.350	3.379
84.400	3.384
84.450	3.379
84.500	3.384
84.550	3.384
84.600	3.389
84.650	3.384
84.700	3.389
84.750	3.389
84.800	3.389
84.850	3.394
84.900	3.394
84.950	3.394
85.000	3.394
85.050	3.394
85.100	3.398
85.150	3.398
85.200	3.398
85.250	3.398
85.300	3.398
85.350	3.403
85.400	3.398
85.450	3.403
85.500	3.403
85.550	3.403
85.600	3.408
85.650	3.408
85.700	3.408
85.750	3.408
85.800	3.408
85.850	3.408
85.900	3.408
85.950	3.408
86.000	3.413
86.050	3.408
86.100	3.413
86.150	3.413
86.200	3.413
86.250	3.413
86.300	3.413
86.350	3.413
86.400	3.418
86.450	3.413
86.500	3.418
86.550	3.413
86.600	3.418
86.650	3.418
86.700	3.418
86.750	3.413
86.800	3.418
